week,State,death
05/09/2020,Minnesota,167.0
05/16/2020,Minnesota,142.0
05/23/2020,Minnesota,164.0
05/30/2020,Minnesota,156.0
06/06/2020,Minnesota,151.0
06/13/2020,Minnesota,90.0
06/20/2020,Minnesota,68.0
06/27/2020,Minnesota,54.0
07/04/2020,Minnesota,44.0
07/11/2020,Minnesota,32.0
07/18/2020,Minnesota,38.0
07/25/2020,Minnesota,34.0
08/01/2020,Minnesota,36.0
08/08/2020,Minnesota,46.0
08/15/2020,Minnesota,47.0
08/22/2020,Minnesota,57.0
08/29/2020,Minnesota,39.0
09/05/2020,Minnesota,51.0
09/12/2020,Minnesota,56.0
09/19/2020,Minnesota,47.0
09/26/2020,Minnesota,57.0
10/03/2020,Minnesota,68.0
10/10/2020,Minnesota,82.0
10/17/2020,Minnesota,98.0
10/24/2020,Minnesota,119.0
10/31/2020,Minnesota,144.0
11/07/2020,Minnesota,188.0
11/14/2020,Minnesota,106.0
02/01/2020,Mississippi,0.0
02/08/2020,Mississippi,0.0
02/15/2020,Mississippi,0.0
02/22/2020,Mississippi,0.0
02/29/2020,Mississippi,0.0
03/07/2020,Mississippi,0.0
03/14/2020,Mississippi,0.0
03/28/2020,Mississippi,15.0
04/04/2020,Mississippi,53.0
04/11/2020,Mississippi,65.0
04/18/2020,Mississippi,66.0
04/25/2020,Mississippi,67.0
05/02/2020,Mississippi,100.0
05/09/2020,Mississippi,86.0
05/16/2020,Mississippi,108.0
05/23/2020,Mississippi,101.0
05/30/2020,Mississippi,107.0
06/06/2020,Mississippi,89.0
06/13/2020,Mississippi,69.0
06/20/2020,Mississippi,75.0
06/27/2020,Mississippi,68.0
07/04/2020,Mississippi,91.0
07/11/2020,Mississippi,119.0
07/18/2020,Mississippi,128.0
07/25/2020,Mississippi,162.0
08/01/2020,Mississippi,227.0
08/08/2020,Mississippi,199.0
08/15/2020,Mississippi,192.0
08/22/2020,Mississippi,187.0
08/29/2020,Mississippi,155.0
09/05/2020,Mississippi,113.0
09/12/2020,Mississippi,108.0
09/19/2020,Mississippi,104.0
09/26/2020,Mississippi,100.0
10/03/2020,Mississippi,84.0
10/10/2020,Mississippi,68.0
10/17/2020,Mississippi,69.0
10/24/2020,Mississippi,80.0
10/31/2020,Mississippi,76.0
11/07/2020,Mississippi,65.0
11/14/2020,Mississippi,27.0
02/01/2020,Missouri,0.0
02/08/2020,Missouri,0.0
02/15/2020,Missouri,0.0
02/22/2020,Missouri,0.0
02/29/2020,Missouri,0.0
03/07/2020,Missouri,0.0
03/14/2020,Missouri,0.0
03/28/2020,Missouri,18.0
04/04/2020,Missouri,55.0
04/11/2020,Missouri,97.0
04/18/2020,Missouri,93.0
04/25/2020,Missouri,132.0
05/02/2020,Missouri,119.0
05/09/2020,Missouri,120.0
05/16/2020,Missouri,92.0
05/23/2020,Missouri,78.0
05/30/2020,Missouri,59.0
06/06/2020,Missouri,50.0
06/13/2020,Missouri,45.0
06/20/2020,Missouri,43.0
06/27/2020,Missouri,43.0
07/04/2020,Missouri,39.0
07/11/2020,Missouri,38.0
07/18/2020,Missouri,45.0
07/25/2020,Missouri,85.0
08/01/2020,Missouri,78.0
08/08/2020,Missouri,98.0
08/15/2020,Missouri,103.0
08/22/2020,Missouri,98.0
08/29/2020,Missouri,124.0
09/05/2020,Missouri,110.0
09/12/2020,Missouri,148.0
09/19/2020,Missouri,128.0
09/26/2020,Missouri,183.0
10/03/2020,Missouri,229.0
10/10/2020,Missouri,212.0
10/17/2020,Missouri,197.0
10/24/2020,Missouri,223.0
10/31/2020,Missouri,227.0
11/07/2020,Missouri,148.0
11/14/2020,Missouri,41.0
02/01/2020,Montana,0.0
02/08/2020,Montana,0.0
02/15/2020,Montana,0.0
02/22/2020,Montana,0.0
02/29/2020,Montana,0.0
03/07/2020,Montana,0.0
03/14/2020,Montana,0.0
03/21/2020,Montana,0.0
04/11/2020,Montana,0.0
05/09/2020,Montana,0.0
05/16/2020,Montana,0.0
05/23/2020,Montana,0.0
07/25/2020,Montana,12.0
08/01/2020,Montana,16.0
08/08/2020,Montana,15.0
08/22/2020,Montana,11.0
08/29/2020,Montana,12.0
09/05/2020,Montana,18.0
09/12/2020,Montana,25.0
09/19/2020,Montana,15.0
09/26/2020,Montana,20.0
10/03/2020,Montana,29.0
10/10/2020,Montana,42.0
10/17/2020,Montana,43.0
10/24/2020,Montana,66.0
10/31/2020,Montana,74.0
11/07/2020,Montana,52.0
11/14/2020,Montana,15.0
02/01/2020,Nebraska,0.0
02/08/2020,Nebraska,0.0
02/15/2020,Nebraska,0.0
02/22/2020,Nebraska,0.0
02/29/2020,Nebraska,0.0
03/07/2020,Nebraska,0.0
03/14/2020,Nebraska,0.0
03/21/2020,Nebraska,0.0
04/11/2020,Nebraska,11.0
04/18/2020,Nebraska,16.0
04/25/2020,Nebraska,30.0
05/02/2020,Nebraska,20.0
05/09/2020,Nebraska,21.0
05/16/2020,Nebraska,30.0
05/23/2020,Nebraska,32.0
05/30/2020,Nebraska,22.0
06/06/2020,Nebraska,19.0
06/13/2020,Nebraska,27.0
06/20/2020,Nebraska,24.0
06/27/2020,Nebraska,18.0
07/04/2020,Nebraska,12.0
07/11/2020,Nebraska,10.0
07/25/2020,Nebraska,14.0
08/01/2020,Nebraska,13.0
08/08/2020,Nebraska,23.0
08/15/2020,Nebraska,23.0
08/22/2020,Nebraska,27.0
08/29/2020,Nebraska,13.0
09/05/2020,Nebraska,34.0
09/12/2020,Nebraska,24.0
09/19/2020,Nebraska,23.0
09/26/2020,Nebraska,25.0
10/03/2020,Nebraska,41.0
10/10/2020,Nebraska,52.0
10/17/2020,Nebraska,51.0
10/24/2020,Nebraska,68.0
10/31/2020,Nebraska,67.0
11/07/2020,Nebraska,79.0
11/14/2020,Nebraska,23.0
02/01/2020,Nevada,0.0
02/08/2020,Nevada,0.0
02/15/2020,Nevada,0.0
02/22/2020,Nevada,0.0
02/29/2020,Nevada,0.0
03/07/2020,Nevada,0.0
03/14/2020,Nevada,0.0
03/28/2020,Nevada,19.0
04/04/2020,Nevada,43.0
04/11/2020,Nevada,55.0
04/18/2020,Nevada,43.0
04/25/2020,Nevada,62.0
05/02/2020,Nevada,48.0
05/09/2020,Nevada,51.0
05/16/2020,Nevada,34.0
05/23/2020,Nevada,36.0
05/30/2020,Nevada,29.0
06/06/2020,Nevada,21.0
06/13/2020,Nevada,17.0
06/20/2020,Nevada,20.0
06/27/2020,Nevada,23.0
07/04/2020,Nevada,43.0
07/11/2020,Nevada,67.0
07/18/2020,Nevada,87.0
07/25/2020,Nevada,94.0
08/01/2020,Nevada,107.0
08/08/2020,Nevada,131.0
08/15/2020,Nevada,115.0
08/22/2020,Nevada,100.0
08/29/2020,Nevada,78.0
09/05/2020,Nevada,74.0
09/12/2020,Nevada,61.0
09/19/2020,Nevada,51.0
09/26/2020,Nevada,40.0
10/03/2020,Nevada,37.0
10/10/2020,Nevada,40.0
10/17/2020,Nevada,29.0
10/24/2020,Nevada,33.0
10/31/2020,Nevada,38.0
11/07/2020,Nevada,35.0
11/14/2020,Nevada,16.0
02/01/2020,New Hampshire,0.0
02/08/2020,New Hampshire,0.0
02/15/2020,New Hampshire,0.0
02/22/2020,New Hampshire,0.0
02/29/2020,New Hampshire,0.0
03/07/2020,New Hampshire,0.0
03/14/2020,New Hampshire,0.0
03/21/2020,New Hampshire,0.0
04/04/2020,New Hampshire,12.0
04/11/2020,New Hampshire,17.0
04/18/2020,New Hampshire,16.0
04/25/2020,New Hampshire,19.0
05/02/2020,New Hampshire,38.0
05/09/2020,New Hampshire,43.0
05/16/2020,New Hampshire,40.0
05/23/2020,New Hampshire,35.0
05/30/2020,New Hampshire,39.0
06/06/2020,New Hampshire,33.0
06/13/2020,New Hampshire,31.0
06/20/2020,New Hampshire,13.0
06/27/2020,New Hampshire,24.0
07/04/2020,New Hampshire,14.0
10/10/2020,New Hampshire,16.0
10/24/2020,New Hampshire,11.0
02/01/2020,New Jersey,0.0
02/08/2020,New Jersey,0.0
02/15/2020,New Jersey,0.0
02/22/2020,New Jersey,0.0
02/29/2020,New Jersey,0.0
03/07/2020,New Jersey,0.0
03/21/2020,New Jersey,37.0
03/28/2020,New Jersey,292.0
04/04/2020,New Jersey,1234.0
04/11/2020,New Jersey,2358.0
04/18/2020,New Jersey,2488.0
04/25/2020,New Jersey,2041.0
05/02/2020,New Jersey,1552.0
05/09/2020,New Jersey,1121.0
05/16/2020,New Jersey,826.0
05/23/2020,New Jersey,555.0
05/30/2020,New Jersey,395.0
06/06/2020,New Jersey,313.0
06/13/2020,New Jersey,220.0
06/20/2020,New Jersey,162.0
06/27/2020,New Jersey,139.0
07/04/2020,New Jersey,102.0
07/11/2020,New Jersey,85.0
07/18/2020,New Jersey,61.0
07/25/2020,New Jersey,63.0
08/01/2020,New Jersey,60.0
08/08/2020,New Jersey,36.0
08/15/2020,New Jersey,44.0
08/22/2020,New Jersey,35.0
08/29/2020,New Jersey,33.0
09/05/2020,New Jersey,32.0
09/12/2020,New Jersey,35.0
09/19/2020,New Jersey,35.0
09/26/2020,New Jersey,31.0
10/03/2020,New Jersey,33.0
10/10/2020,New Jersey,53.0
10/17/2020,New Jersey,55.0
10/24/2020,New Jersey,67.0
10/31/2020,New Jersey,79.0
11/07/2020,New Jersey,58.0
11/14/2020,New Jersey,25.0
02/01/2020,New Mexico,0.0
02/08/2020,New Mexico,0.0
02/15/2020,New Mexico,0.0
02/22/2020,New Mexico,0.0
02/29/2020,New Mexico,0.0
03/07/2020,New Mexico,0.0
03/14/2020,New Mexico,0.0
03/21/2020,New Mexico,0.0
04/11/2020,New Mexico,22.0
04/18/2020,New Mexico,34.0
04/25/2020,New Mexico,47.0
05/02/2020,New Mexico,75.0
05/09/2020,New Mexico,69.0
05/16/2020,New Mexico,64.0
05/23/2020,New Mexico,42.0
05/30/2020,New Mexico,51.0
06/06/2020,New Mexico,36.0
06/13/2020,New Mexico,36.0
06/20/2020,New Mexico,28.0
06/27/2020,New Mexico,21.0
07/04/2020,New Mexico,27.0
07/11/2020,New Mexico,29.0
07/18/2020,New Mexico,31.0
07/25/2020,New Mexico,46.0
08/01/2020,New Mexico,40.0
08/08/2020,New Mexico,28.0
08/15/2020,New Mexico,20.0
08/22/2020,New Mexico,20.0
08/29/2020,New Mexico,18.0
09/05/2020,New Mexico,11.0
09/19/2020,New Mexico,10.0
09/26/2020,New Mexico,10.0
10/03/2020,New Mexico,12.0
10/10/2020,New Mexico,13.0
10/17/2020,New Mexico,17.0
10/24/2020,New Mexico,33.0
10/31/2020,New Mexico,59.0
11/07/2020,New Mexico,69.0
11/14/2020,New Mexico,34.0
02/01/2020,New York,0.0
02/08/2020,New York,0.0
02/15/2020,New York,0.0
02/29/2020,New York,0.0
03/07/2020,New York,0.0
03/21/2020,New York,41.0
03/28/2020,New York,294.0
04/04/2020,New York,1124.0
04/11/2020,New York,2004.0
04/18/2020,New York,2008.0
04/25/2020,New York,1593.0
05/02/2020,New York,1134.0
05/09/2020,New York,879.0
05/16/2020,New York,669.0
05/23/2020,New York,454.0
05/30/2020,New York,330.0
06/06/2020,New York,263.0
06/13/2020,New York,181.0
06/20/2020,New York,128.0
06/27/2020,New York,76.0
07/04/2020,New York,61.0
07/11/2020,New York,64.0
07/18/2020,New York,58.0
07/25/2020,New York,44.0
08/01/2020,New York,39.0
08/08/2020,New York,31.0
08/15/2020,New York,39.0
08/22/2020,New York,33.0
08/29/2020,New York,23.0
09/05/2020,New York,29.0
09/12/2020,New York,25.0
09/19/2020,New York,22.0
09/26/2020,New York,21.0
10/03/2020,New York,49.0
10/10/2020,New York,49.0
10/17/2020,New York,58.0
10/24/2020,New York,68.0
10/31/2020,New York,88.0
11/07/2020,New York,91.0
11/14/2020,New York,120.0
02/01/2020,New York City,0.0
02/08/2020,New York City,0.0
02/15/2020,New York City,0.0
02/22/2020,New York City,0.0
02/29/2020,New York City,0.0
03/21/2020,New York City,125.0
03/28/2020,New York City,977.0
04/04/2020,New York City,3307.0
04/11/2020,New York City,4850.0
04/18/2020,New York City,3905.0
04/25/2020,New York City,2621.0
05/02/2020,New York City,1723.0
05/09/2020,New York City,1050.0
05/16/2020,New York City,616.0
05/23/2020,New York City,415.0
05/30/2020,New York City,280.0
06/06/2020,New York City,196.0
06/13/2020,New York City,139.0
06/20/2020,New York City,89.0
06/27/2020,New York City,72.0
07/04/2020,New York City,49.0
07/11/2020,New York City,43.0
07/18/2020,New York City,50.0
07/25/2020,New York City,44.0
08/01/2020,New York City,34.0
08/08/2020,New York City,23.0
08/15/2020,New York City,29.0
08/22/2020,New York City,20.0
08/29/2020,New York City,19.0
09/05/2020,New York City,23.0
09/12/2020,New York City,17.0
09/19/2020,New York City,26.0
09/26/2020,New York City,20.0
10/03/2020,New York City,34.0
10/10/2020,New York City,24.0
10/17/2020,New York City,40.0
10/24/2020,New York City,28.0
10/31/2020,New York City,41.0
11/07/2020,New York City,64.0
11/14/2020,New York City,35.0
02/01/2020,North Carolina,0.0
02/08/2020,North Carolina,0.0
02/15/2020,North Carolina,0.0
02/22/2020,North Carolina,0.0
02/29/2020,North Carolina,0.0
03/14/2020,North Carolina,0.0
03/28/2020,North Carolina,12.0
04/04/2020,North Carolina,44.0
04/11/2020,North Carolina,61.0
04/18/2020,North Carolina,138.0
04/25/2020,North Carolina,120.0
05/02/2020,North Carolina,119.0
05/09/2020,North Carolina,118.0
05/16/2020,North Carolina,103.0
05/23/2020,North Carolina,106.0
05/30/2020,North Carolina,160.0
06/06/2020,North Carolina,127.0
06/13/2020,North Carolina,113.0
06/20/2020,North Carolina,101.0
06/27/2020,North Carolina,103.0
07/04/2020,North Carolina,101.0
07/11/2020,North Carolina,129.0
07/18/2020,North Carolina,151.0
07/25/2020,North Carolina,181.0
08/01/2020,North Carolina,203.0
08/08/2020,North Carolina,184.0
08/15/2020,North Carolina,191.0
08/22/2020,North Carolina,176.0
08/29/2020,North Carolina,121.0
09/05/2020,North Carolina,69.0
09/12/2020,North Carolina,35.0
09/19/2020,North Carolina,17.0
10/03/2020,North Carolina,0.0
10/10/2020,North Carolina,0.0
10/17/2020,North Carolina,0.0
10/24/2020,North Carolina,0.0
10/31/2020,North Carolina,0.0
11/07/2020,North Carolina,0.0
11/14/2020,North Carolina,0.0
02/01/2020,North Dakota,0.0
02/08/2020,North Dakota,0.0
02/15/2020,North Dakota,0.0
02/22/2020,North Dakota,0.0
02/29/2020,North Dakota,0.0
03/07/2020,North Dakota,0.0
03/14/2020,North Dakota,0.0
03/21/2020,North Dakota,0.0
04/25/2020,North Dakota,11.0
05/09/2020,North Dakota,11.0
05/16/2020,North Dakota,14.0
05/23/2020,North Dakota,10.0
05/30/2020,North Dakota,14.0
07/25/2020,North Dakota,10.0
08/15/2020,North Dakota,14.0
09/05/2020,North Dakota,14.0
09/12/2020,North Dakota,12.0
09/19/2020,North Dakota,17.0
09/26/2020,North Dakota,46.0
10/03/2020,North Dakota,58.0
10/10/2020,North Dakota,69.0
10/17/2020,North Dakota,53.0
10/24/2020,North Dakota,46.0
10/31/2020,North Dakota,57.0
11/07/2020,North Dakota,49.0
11/14/2020,North Dakota,19.0
02/01/2020,Ohio,0.0
02/08/2020,Ohio,0.0
02/15/2020,Ohio,0.0
02/22/2020,Ohio,0.0
02/29/2020,Ohio,0.0
03/07/2020,Ohio,0.0
03/28/2020,Ohio,44.0
04/04/2020,Ohio,117.0
04/11/2020,Ohio,177.0
04/18/2020,Ohio,270.0
04/25/2020,Ohio,285.0
05/02/2020,Ohio,322.0
05/09/2020,Ohio,289.0
05/16/2020,Ohio,257.0
05/23/2020,Ohio,267.0
05/30/2020,Ohio,180.0
06/06/2020,Ohio,185.0
06/13/2020,Ohio,130.0
06/20/2020,Ohio,108.0
06/27/2020,Ohio,104.0
07/04/2020,Ohio,103.0
07/11/2020,Ohio,127.0
07/18/2020,Ohio,122.0
07/25/2020,Ohio,181.0
08/01/2020,Ohio,182.0
08/08/2020,Ohio,160.0
08/15/2020,Ohio,184.0
08/22/2020,Ohio,177.0
08/29/2020,Ohio,180.0
09/05/2020,Ohio,163.0
09/12/2020,Ohio,152.0
09/19/2020,Ohio,123.0
09/26/2020,Ohio,139.0
10/03/2020,Ohio,133.0
10/10/2020,Ohio,155.0
10/17/2020,Ohio,176.0
10/24/2020,Ohio,182.0
10/31/2020,Ohio,192.0
11/07/2020,Ohio,151.0
11/14/2020,Ohio,55.0
02/01/2020,Oklahoma,0.0
02/08/2020,Oklahoma,0.0
02/15/2020,Oklahoma,0.0
02/22/2020,Oklahoma,0.0
02/29/2020,Oklahoma,0.0
03/14/2020,Oklahoma,0.0
03/28/2020,Oklahoma,18.0
04/04/2020,Oklahoma,42.0
04/11/2020,Oklahoma,52.0
04/18/2020,Oklahoma,48.0
04/25/2020,Oklahoma,47.0
05/02/2020,Oklahoma,46.0
05/09/2020,Oklahoma,28.0
05/16/2020,Oklahoma,20.0
05/23/2020,Oklahoma,23.0
05/30/2020,Oklahoma,25.0
06/06/2020,Oklahoma,14.0
06/13/2020,Oklahoma,15.0
06/20/2020,Oklahoma,18.0
06/27/2020,Oklahoma,18.0
07/04/2020,Oklahoma,23.0
07/11/2020,Oklahoma,37.0
07/18/2020,Oklahoma,48.0
07/25/2020,Oklahoma,67.0
08/01/2020,Oklahoma,74.0
08/08/2020,Oklahoma,73.0
08/15/2020,Oklahoma,90.0
08/22/2020,Oklahoma,72.0
08/29/2020,Oklahoma,78.0
09/05/2020,Oklahoma,75.0
09/12/2020,Oklahoma,75.0
09/19/2020,Oklahoma,73.0
09/26/2020,Oklahoma,85.0
10/03/2020,Oklahoma,82.0
10/10/2020,Oklahoma,106.0
10/17/2020,Oklahoma,95.0
10/24/2020,Oklahoma,138.0
10/31/2020,Oklahoma,112.0
11/07/2020,Oklahoma,96.0
11/14/2020,Oklahoma,22.0
02/01/2020,Oregon,0.0
02/08/2020,Oregon,0.0
02/15/2020,Oregon,0.0
02/22/2020,Oregon,0.0
02/29/2020,Oregon,0.0
03/07/2020,Oregon,0.0
03/28/2020,Oregon,14.0
04/04/2020,Oregon,24.0
04/11/2020,Oregon,25.0
04/18/2020,Oregon,25.0
04/25/2020,Oregon,30.0
05/02/2020,Oregon,15.0
05/09/2020,Oregon,19.0
05/16/2020,Oregon,14.0
05/30/2020,Oregon,11.0
06/13/2020,Oregon,15.0
06/20/2020,Oregon,12.0
06/27/2020,Oregon,15.0
07/04/2020,Oregon,20.0
07/11/2020,Oregon,14.0
07/18/2020,Oregon,28.0
07/25/2020,Oregon,26.0
08/01/2020,Oregon,32.0
08/08/2020,Oregon,31.0
08/15/2020,Oregon,32.0
08/22/2020,Oregon,24.0
08/29/2020,Oregon,33.0
09/05/2020,Oregon,20.0
09/12/2020,Oregon,23.0
09/19/2020,Oregon,16.0
09/26/2020,Oregon,17.0
10/03/2020,Oregon,21.0
10/10/2020,Oregon,22.0
10/17/2020,Oregon,32.0
10/24/2020,Oregon,25.0
10/31/2020,Oregon,17.0
11/07/2020,Oregon,17.0
11/14/2020,Oregon,10.0
02/01/2020,Pennsylvania,0.0
02/08/2020,Pennsylvania,0.0
02/15/2020,Pennsylvania,0.0
02/22/2020,Pennsylvania,0.0
03/07/2020,Pennsylvania,0.0
03/14/2020,Pennsylvania,0.0
03/28/2020,Pennsylvania,52.0
04/04/2020,Pennsylvania,211.0
04/11/2020,Pennsylvania,638.0
04/18/2020,Pennsylvania,914.0
04/25/2020,Pennsylvania,1073.0
05/02/2020,Pennsylvania,944.0
05/09/2020,Pennsylvania,849.0
05/16/2020,Pennsylvania,712.0
05/23/2020,Pennsylvania,510.0
05/30/2020,Pennsylvania,358.0
06/06/2020,Pennsylvania,273.0
06/13/2020,Pennsylvania,206.0
06/20/2020,Pennsylvania,183.0
06/27/2020,Pennsylvania,146.0
07/04/2020,Pennsylvania,136.0
07/11/2020,Pennsylvania,126.0
07/18/2020,Pennsylvania,109.0
07/25/2020,Pennsylvania,95.0
08/01/2020,Pennsylvania,103.0
08/08/2020,Pennsylvania,135.0
08/15/2020,Pennsylvania,123.0
08/22/2020,Pennsylvania,98.0
08/29/2020,Pennsylvania,103.0
09/05/2020,Pennsylvania,83.0
09/12/2020,Pennsylvania,98.0
09/19/2020,Pennsylvania,92.0
09/26/2020,Pennsylvania,94.0
10/03/2020,Pennsylvania,123.0
10/10/2020,Pennsylvania,146.0
10/17/2020,Pennsylvania,152.0
10/24/2020,Pennsylvania,169.0
10/31/2020,Pennsylvania,178.0
11/07/2020,Pennsylvania,226.0
11/14/2020,Pennsylvania,85.0
02/01/2020,Rhode Island,0.0
02/08/2020,Rhode Island,0.0
02/15/2020,Rhode Island,0.0
02/22/2020,Rhode Island,0.0
02/29/2020,Rhode Island,0.0
03/07/2020,Rhode Island,0.0
03/14/2020,Rhode Island,0.0
03/21/2020,Rhode Island,0.0
04/04/2020,Rhode Island,22.0
04/11/2020,Rhode Island,51.0
04/18/2020,Rhode Island,94.0
04/25/2020,Rhode Island,104.0
05/02/2020,Rhode Island,124.0
05/09/2020,Rhode Island,134.0
05/16/2020,Rhode Island,114.0
05/23/2020,Rhode Island,104.0
05/30/2020,Rhode Island,71.0
06/06/2020,Rhode Island,56.0
06/13/2020,Rhode Island,27.0
06/20/2020,Rhode Island,33.0
06/27/2020,Rhode Island,24.0
07/04/2020,Rhode Island,19.0
07/11/2020,Rhode Island,12.0
08/22/2020,Rhode Island,16.0
09/19/2020,Rhode Island,15.0
09/26/2020,Rhode Island,11.0
10/03/2020,Rhode Island,10.0
10/10/2020,Rhode Island,19.0
10/17/2020,Rhode Island,25.0
10/24/2020,Rhode Island,17.0
10/31/2020,Rhode Island,11.0
11/14/2020,Rhode Island,0.0
02/01/2020,South Carolina,0.0
02/08/2020,South Carolina,0.0
02/15/2020,South Carolina,0.0
02/22/2020,South Carolina,0.0
02/29/2020,South Carolina,0.0
03/07/2020,South Carolina,0.0
03/14/2020,South Carolina,0.0
03/28/2020,South Carolina,19.0
04/04/2020,South Carolina,36.0
04/11/2020,South Carolina,57.0
04/18/2020,South Carolina,47.0
04/25/2020,South Carolina,61.0
05/02/2020,South Carolina,63.0
05/09/2020,South Carolina,72.0
05/16/2020,South Carolina,67.0
05/23/2020,South Carolina,59.0
05/30/2020,South Carolina,65.0
06/06/2020,South Carolina,64.0
06/13/2020,South Carolina,48.0
06/20/2020,South Carolina,57.0
06/27/2020,South Carolina,84.0
07/04/2020,South Carolina,129.0
07/11/2020,South Carolina,145.0
07/18/2020,South Carolina,227.0
07/25/2020,South Carolina,320.0
08/01/2020,South Carolina,285.0
08/08/2020,South Carolina,266.0
08/15/2020,South Carolina,239.0
08/22/2020,South Carolina,206.0
08/29/2020,South Carolina,200.0
09/05/2020,South Carolina,180.0
09/12/2020,South Carolina,142.0
09/19/2020,South Carolina,132.0
09/26/2020,South Carolina,121.0
10/03/2020,South Carolina,105.0
10/10/2020,South Carolina,89.0
10/17/2020,South Carolina,114.0
10/24/2020,South Carolina,117.0
10/31/2020,South Carolina,110.0
11/07/2020,South Carolina,46.0
02/01/2020,South Dakota,0.0
02/08/2020,South Dakota,0.0
02/15/2020,South Dakota,0.0
02/22/2020,South Dakota,0.0
02/29/2020,South Dakota,0.0
03/07/2020,South Dakota,0.0
03/21/2020,South Dakota,0.0
05/02/2020,South Dakota,16.0
05/09/2020,South Dakota,15.0
05/30/2020,South Dakota,10.0
06/13/2020,South Dakota,11.0
06/20/2020,South Dakota,12.0
06/27/2020,South Dakota,10.0
07/11/2020,South Dakota,14.0
07/25/2020,South Dakota,15.0
08/15/2020,South Dakota,11.0
08/22/2020,South Dakota,10.0
08/29/2020,South Dakota,13.0
09/05/2020,South Dakota,18.0
09/12/2020,South Dakota,20.0
09/19/2020,South Dakota,24.0
09/26/2020,South Dakota,35.0
10/03/2020,South Dakota,40.0
10/10/2020,South Dakota,43.0
10/17/2020,South Dakota,48.0
10/24/2020,South Dakota,44.0
10/31/2020,South Dakota,24.0
11/07/2020,South Dakota,12.0
02/01/2020,Tennessee,0.0
02/08/2020,Tennessee,0.0
02/15/2020,Tennessee,0.0
02/22/2020,Tennessee,0.0
02/29/2020,Tennessee,0.0
03/07/2020,Tennessee,0.0
03/14/2020,Tennessee,0.0
03/28/2020,Tennessee,11.0
04/04/2020,Tennessee,55.0
04/11/2020,Tennessee,53.0
04/18/2020,Tennessee,43.0
04/25/2020,Tennessee,31.0
05/02/2020,Tennessee,35.0
05/09/2020,Tennessee,48.0
05/16/2020,Tennessee,57.0
05/23/2020,Tennessee,32.0
05/30/2020,Tennessee,46.0
06/06/2020,Tennessee,37.0
06/13/2020,Tennessee,36.0
06/20/2020,Tennessee,59.0
06/27/2020,Tennessee,63.0
07/04/2020,Tennessee,75.0
07/11/2020,Tennessee,106.0
07/18/2020,Tennessee,118.0
07/25/2020,Tennessee,157.0
08/01/2020,Tennessee,173.0
08/08/2020,Tennessee,176.0
08/15/2020,Tennessee,175.0
08/22/2020,Tennessee,139.0
08/29/2020,Tennessee,180.0
09/05/2020,Tennessee,148.0
09/12/2020,Tennessee,184.0
09/19/2020,Tennessee,155.0
09/26/2020,Tennessee,168.0
10/03/2020,Tennessee,130.0
10/10/2020,Tennessee,176.0
10/17/2020,Tennessee,216.0
10/24/2020,Tennessee,222.0
10/31/2020,Tennessee,222.0
11/07/2020,Tennessee,207.0
11/14/2020,Tennessee,75.0
02/01/2020,Texas,0.0
02/08/2020,Texas,0.0
02/15/2020,Texas,0.0
02/22/2020,Texas,0.0
03/14/2020,Texas,0.0
03/28/2020,Texas,44.0
04/04/2020,Texas,130.0
04/11/2020,Texas,205.0
04/18/2020,Texas,237.0
04/25/2020,Texas,243.0
05/02/2020,Texas,236.0
05/09/2020,Texas,228.0
05/16/2020,Texas,252.0
05/23/2020,Texas,172.0
05/30/2020,Texas,217.0
06/06/2020,Texas,181.0
06/13/2020,Texas,226.0
06/20/2020,Texas,304.0
06/27/2020,Texas,440.0
07/04/2020,Texas,807.0
07/11/2020,Texas,1270.0
07/18/2020,Texas,1747.0
07/25/2020,Texas,1881.0
08/01/2020,Texas,1719.0
08/08/2020,Texas,1481.0
08/15/2020,Texas,1364.0
08/22/2020,Texas,994.0
08/29/2020,Texas,843.0
09/05/2020,Texas,686.0
09/12/2020,Texas,560.0
09/19/2020,Texas,513.0
09/26/2020,Texas,498.0
10/03/2020,Texas,423.0
10/10/2020,Texas,475.0
10/17/2020,Texas,518.0
10/24/2020,Texas,602.0
10/31/2020,Texas,658.0
11/07/2020,Texas,436.0
11/14/2020,Texas,92.0
02/01/2020,Utah,0.0
02/08/2020,Utah,0.0
02/15/2020,Utah,0.0
02/22/2020,Utah,0.0
02/29/2020,Utah,0.0
03/07/2020,Utah,0.0
03/14/2020,Utah,0.0
03/21/2020,Utah,0.0
04/04/2020,Utah,11.0
04/25/2020,Utah,16.0
05/02/2020,Utah,12.0
05/09/2020,Utah,18.0
05/16/2020,Utah,17.0
05/23/2020,Utah,15.0
05/30/2020,Utah,12.0
06/06/2020,Utah,12.0
06/13/2020,Utah,20.0
06/20/2020,Utah,15.0
06/27/2020,Utah,13.0
07/04/2020,Utah,21.0
07/11/2020,Utah,36.0
07/18/2020,Utah,30.0
07/25/2020,Utah,44.0
08/01/2020,Utah,26.0
08/08/2020,Utah,29.0
08/15/2020,Utah,31.0
08/22/2020,Utah,18.0
08/29/2020,Utah,11.0
09/05/2020,Utah,19.0
09/12/2020,Utah,12.0
09/26/2020,Utah,23.0
10/03/2020,Utah,28.0
10/10/2020,Utah,43.0
10/17/2020,Utah,35.0
10/24/2020,Utah,37.0
10/31/2020,Utah,44.0
11/07/2020,Utah,54.0
11/14/2020,Utah,15.0
02/01/2020,Vermont,0.0
02/08/2020,Vermont,0.0
